E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012765,Kingston upon Hull 005B,E00064388,E00064388,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012765,Kingston upon Hull 005B,E00064389,E00064389,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012766,Kingston upon Hull 012A,E00064390,E00064390,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012765,Kingston upon Hull 005B,E00064391,E00064391,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012766,Kingston upon Hull 012A,E00064392,E00064392,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012766,Kingston upon Hull 012A,E00064393,E00064393,,,Suburbanites,6,Semi-Detached Suburbia,6b,Semi-Detached Ageing,6b3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012766,Kingston upon Hull 012A,E00064394,E00064394,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012766,Kingston upon Hull 012A,E00064395,E00064395,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012767,Kingston upon Hull 012B,E00064396,E00064396,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012767,Kingston upon Hull 012B,E00064397,E00064397,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012767,Kingston upon Hull 012B,E00064398,E00064398,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012767,Kingston upon Hull 012B,E00064399,E00064399,,,Cosmopolitans,2,Students Around Campus,2a,Student Digs,2a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002663,Kingston upon Hull 012,E01012767,Kingston upon Hull 012B,E00064400,E00064400,,,Cosmopolitans,2,Students Around Campus,2a,Student Digs,2a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012768,Kingston upon Hull 005C,E00064401,E00064401,,,Urbanites,5,Ageing Urban Living,5b,Self-Sufficient Retirement,5b3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012769,Kingston upon Hull 005D,E00064402,E00064402,,,Urbanites,5,Ageing Urban Living,5b,Delayed Retirement,5b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012768,Kingston upon Hull 005C,E00064403,E00064403,,,Suburbanites,6,Semi-Detached Suburbia,6b,Older Workers and Retirement,6b4
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012769,Kingston upon Hull 005D,E00064404,E00064404,,,Suburbanites,6,Semi-Detached Suburbia,6b,Semi-Detached Ageing,6b3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002656,Kingston upon Hull 005,E01012769,Kingston upon Hull 005D,E00064405,E00064405,,,Urbanites,5,Ageing Urban Living,5b,Self-Sufficient Retirement,5b3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012771,Kingston upon Hull 028B,E00064406,E00064406,,,Suburbanites,6,Semi-Detached Suburbia,6b,White Suburban Communities,6b2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002678,Kingston upon Hull 027,E01012773,Kingston upon Hull 027A,E00064407,E00064407,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002678,Kingston upon Hull 027,E01012773,Kingston upon Hull 027A,E00064408,E00064408,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012775,Kingston upon Hull 028D,E00064409,E00064409,,,Hard-Pressed Living,8,Migration and Churn,8d,Young Hard-Pressed Families,8d1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002670,Kingston upon Hull 019,E01012774,Kingston upon Hull 019A,E00064410,E00064410,,,Hard-Pressed Living,8,Migration and Churn,8d,Young Hard-Pressed Families,8d1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002670,Kingston upon Hull 019,E01012774,Kingston upon Hull 019A,E00064411,E00064411,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012775,Kingston upon Hull 028D,E00064412,E00064412,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Hard-Pressed Rented Terraces,8b2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002678,Kingston upon Hull 027,E01012773,Kingston upon Hull 027A,E00064413,E00064413,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012775,Kingston upon Hull 028D,E00064414,E00064414,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Hard-Pressed Rented Terraces,8b2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002678,Kingston upon Hull 027,E01012776,Kingston upon Hull 027B,E00064415,E00064415,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012777,Kingston upon Hull 028E,E00064416,E00064416,,,Constrained City Dwellers,7,Ageing City Dwellers,7d,Retired Independent City Dwellers,7d2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002678,Kingston upon Hull 027,E01012776,Kingston upon Hull 027B,E00064417,E00064417,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002678,Kingston upon Hull 027,E01012776,Kingston upon Hull 027B,E00064418,E00064418,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012772,Kingston upon Hull 028C,E00064419,E00064419,,,Urbanites,5,Urban Professionals and Families,5a,Families in Terraces and Flats ,5a3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012777,Kingston upon Hull 028E,E00064420,E00064420,,,Hard-Pressed Living,8,Hard-Pressed Ageing Workers,8c,Renting Hard-Pressed Workers,8c3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012777,Kingston upon Hull 028E,E00064421,E00064421,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002678,Kingston upon Hull 027,E01012776,Kingston upon Hull 027B,E00064422,E00064422,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002678,Kingston upon Hull 027,E01012776,Kingston upon Hull 027B,E00064423,E00064423,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012770,Kingston upon Hull 028A,E00064424,E00064424,,,Suburbanites,6,Semi-Detached Suburbia,6b,White Suburban Communities,6b2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012772,Kingston upon Hull 028C,E00064425,E00064425,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012777,Kingston upon Hull 028E,E00064426,E00064426,,,Hard-Pressed Living,8,Industrious Communities,8a,Industrious Transitions,8a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012777,Kingston upon Hull 028E,E00064427,E00064427,,,Constrained City Dwellers,7,Ageing City Dwellers,7d,Retired City Hardship,7d4
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012777,Kingston upon Hull 028E,E00064428,E00064428,,,Constrained City Dwellers,7,Challenged Diversity,7a,Hampered Aspiration,7a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012772,Kingston upon Hull 028C,E00064429,E00064429,,,Hard-Pressed Living,8,Hard-Pressed Ageing Workers,8c,Renting Hard-Pressed Workers,8c3
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012771,Kingston upon Hull 028B,E00064430,E00064430,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012771,Kingston upon Hull 028B,E00064431,E00064431,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012770,Kingston upon Hull 028A,E00064432,E00064432,,,Suburbanites,6,Semi-Detached Suburbia,6b,Older Workers and Retirement,6b4
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012770,Kingston upon Hull 028A,E00064433,E00064433,,,Suburbanites,6,Semi-Detached Suburbia,6b,White Suburban Communities,6b2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012770,Kingston upon Hull 028A,E00064434,E00064434,,,Suburbanites,6,Semi-Detached Suburbia,6b,Older Workers and Retirement,6b4
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012770,Kingston upon Hull 028A,E00064435,E00064435,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012772,Kingston upon Hull 028C,E00064436,E00064436,,,Suburbanites,6,Semi-Detached Suburbia,6b,White Suburban Communities,6b2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012772,Kingston upon Hull 028C,E00064437,E00064437,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012771,Kingston upon Hull 028B,E00064438,E00064438,,,Hard-Pressed Living,8,Challenged Terraced Workers,8b,Deprived Blue-Collar Terraces,8b1
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012777,Kingston upon Hull 028E,E00064439,E00064439,,,Constrained City Dwellers,7,Ageing City Dwellers,7d,Retired City Hardship,7d4
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002679,Kingston upon Hull 028,E01012771,Kingston upon Hull 028B,E00064440,E00064440,,,Hard-Pressed Living,8,Industrious Communities,8a,Industrious Hardship,8a2
E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E02002670,Kingston upon Hull 019,E01012774,Kingston upon Hull 019A,E00064441,E00064441,,,Urbanites,5,Urban Professionals and Families,5a,White Professionals,5a1
